part_id,stim_src_id,has_bug,stim_order,condition1,condition2,seq_num,duration,exercise,ai,tp_tn,zoom_self,summary_q,summary_q_len,contains_bug_q,bug_desc_q,used_exercise_modif,exercise_disrupt_concentration,exercise_help_concentration,exercise_more_prepared,exercise_less_prepared,read_ai,ai_deceptive,ai_suspicious,ai_confident,ai_dependable,satisfied_ease,satisfied_time,confidence,race/ethnic,gender,occupation,occupation_7_TEXT,um_year,prog_exp_1_to_10,describe_prog_contex,approx_writing_code,level_of_education,days_vigorous,minutes_vigorous,days_moderate,minutes_moderate,days_walking,minutes_walking,hours_sitting,language_at_home,language_prefer_info,how_well_speak_engl,how_well_read_engl,list_languages_1,list_lang_percents_1,list_languages_2,list_lang_percents_2,list_languages_3,list_lang_percents_3,list_languages_4,list_lang_percents_4,list_languages_5,list_lang_percents_5,bug_desc_q_len,file_path,defect_type,method_name,method_loc,file_loc,cyclomatic_compl,halstead_vocabulary,halstead_length,halstead_volume,halstead_difficulty,halstead_effort,halstead_time_seconds,halstead_estimated_bugs,project_name
ZHJ3,29,False,",29,1,12,24_TP,7_FP,9_FN,",exercise_no_ai,no_exercise_ai,1,959.788,True,False,,zoom,"The method doFill() takes in a list of variables to analyze (in `analysisCellList`), a row of data in `oneRowData`, a configuration for how to fill the cells (`fillConfig`), and an integer `relativeRowIndex`. If there are no variables to analyze or if the data is empty, the method terminates immediately. Otherwise, the method goes through the list of variables to analyze in `analysisCellList` and checks if the variable exists in `oneRowData`. For the variables that do exist, the method adds the value of that variable as a new row to the excel sheet starting from the row index `relativeRowIndex` with the cell configuration `fillConfig`. ",644.0,No,,No,3.0,3.0,3.0,3.0,,,,,,Disagree,Disagree,3.0,Asian or Pacific Islander,Woman,Graduate student in Computer Science,,5th+ year,8,"Personal or hobby projects,Coursework or school assignments,Open source contributions (e.g., Github),Research or academic projects,Studying for coding interviews (e.g., LeetCode, HackerRank, etc.)",Over 9 years,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",2,30,2,30,7,20,11,Korean,Korean/English no preference between the two.,Very well,Very well,Korean,30,English,70,,,,,,,,stimuli/clean/fast-excel/ExcelWriteFillExecutor_doFill.java,,doFill,96,532,17,134,741,5235.972,43.608,228329.45,12684.969,1.745324,fast-excel
ZHJ3,1,True,",29,1,12,24_TP,7_FP,9_FN,",exercise_no_ai,no_exercise_ai,2,707.092,True,False,,zoom,"The method `createRequest()` takes in two parameters `prompt` and `stream`. Based on the message type of `prompt`, the method generates different responses which are outputted to `stream`. 

Check if the message in `prompt` is from User or System. If so, extract text from message as `content`. If message if from user and contains media, convert media into `content`. Return a chat completion message with the content and the message type (user or system). 

If the message in `prompt` is from the Assistant, check if it contains tool calls. If so, return a chat completion message with the original message, and the list of tools specified in the original message. 

If the message in `prompt` is from the Tool, return a chat completion message with the responses from the specified tools. 

If the message in `prompt` is not from User, System, Assistant, or Tool, thrown an illegal argument exception as the message type is unsupported. ",940.0,No,,No,3.0,2.0,2.0,3.0,,,,,,Somewhat disagree,Somewhat disagree,3.0,Asian or Pacific Islander,Woman,Graduate student in Computer Science,,5th+ year,8,"Personal or hobby projects,Coursework or school assignments,Open source contributions (e.g., Github),Research or academic projects,Studying for coding interviews (e.g., LeetCode, HackerRank, etc.)",Over 9 years,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",2,30,2,30,7,20,11,Korean,Korean/English no preference between the two.,Very well,Very well,Korean,30,English,70,,,,,,,,stimuli/defect-seeded/spring-ai-alibaba/DashScopeChatModel_createRequest_UninitializedVariable.java,UninitializedVariable,createRequest,50,454,9,97,500,3299.956,31.493,103925.388,5773.633,1.099985,spring-ai-alibaba
ZHJ3,12,False,",29,1,12,24_TP,7_FP,9_FN,",exercise_no_ai,no_exercise_ai,3,1387.659,True,False,,zoom,"The method `headCellRangeList()` identifies cells that need to be merged - a.k.a. those that contains the same string (`headName`). The method iterates over each column (the first for loop). For each row in the column, the method checks if consecutive columns in the same row contain the same string `headName` and records the last column in which the same value occurs. 

The method then checks if for consecutive rows, the values from the current column `i` to the previously identified last column `k` are identical. The last consecutive row for which this is true is recorded as the last row. 

If there are any consecutive rows/columns that needs to be merged, the method returns the ranges of the rows and columns that need to be merged. ",744.0,No,,Yes,3.0,2.0,2.0,3.0,,,,,,Somewhat disagree,Neither agree nor disagree,4.0,Asian or Pacific Islander,Woman,Graduate student in Computer Science,,5th+ year,8,"Personal or hobby projects,Coursework or school assignments,Open source contributions (e.g., Github),Research or academic projects,Studying for coding interviews (e.g., LeetCode, HackerRank, etc.)",Over 9 years,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",2,30,2,30,7,20,11,Korean,Korean/English no preference between the two.,Very well,Very well,Korean,30,English,70,,,,,,,,stimuli/clean/fast-excel/ExcelWriteHeadProperty_headCellRangeList.java,,headCellRangeList,48,123,13,62,419,2494.808,53.806,134234.544,7457.475,0.831603,fast-excel
ZHJ3,24,True,",29,1,12,24_TP,7_FP,9_FN,",exercise_no_ai,no_exercise_ai,4,895.866,False,True,TP,zoom,"The method `apply()` executes a node action using the MCP server.

The method initializes the transport and the client, and uses the current `state` to replace the variables in tool and the parameters. Based on this, the method creates a CallToolRequest which executes an action via the currently initialized client. The result of that action is processed and the current `state` is updated.  
",394.0,Yes,"Line 130: To access the parameters in the current client, instead of client, this.client must be used. ",,,,,,Yes,4.0,4.0,3.0,4.0,Somewhat agree,Agree,4.0,Asian or Pacific Islander,Woman,Graduate student in Computer Science,,5th+ year,8,"Personal or hobby projects,Coursework or school assignments,Open source contributions (e.g., Github),Research or academic projects,Studying for coding interviews (e.g., LeetCode, HackerRank, etc.)",Over 9 years,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",2,30,2,30,7,20,11,Korean,Korean/English no preference between the two.,Very well,Very well,Korean,30,English,70,,,,,,,103.0,stimuli/defect-seeded/spring-ai-alibaba/McpNode_apply_ExtraConditional.java,ExtraConditional,apply,61,171,14,108,499,3370.688863579571,36.63636363636364,123489.78291114248,6860.54349506347,1.1235629545265235,spring-ai-alibaba
ZHJ3,7,False,",29,1,12,24_TP,7_FP,9_FN,",exercise_no_ai,no_exercise_ai,5,495.851,False,True,FP,zoom,"The method `buildChain()` takes in two inputs, `writeHandler` and `runOwn`. Based on the type of the writeHandler, the method initializes/updates the different execution chains. If `runOwn` is true, the method initializes/updates the ""own"" chains for the Sheet and Workbook handler execution chains. ",300.0,No,,,,,,,Yes,3.0,3.0,4.0,3.0,Somewhat agree,Somewhat agree,4.0,Asian or Pacific Islander,Woman,Graduate student in Computer Science,,5th+ year,8,"Personal or hobby projects,Coursework or school assignments,Open source contributions (e.g., Github),Research or academic projects,Studying for coding interviews (e.g., LeetCode, HackerRank, etc.)",Over 9 years,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",2,30,2,30,7,20,11,Korean,Korean/English no preference between the two.,Very well,Very well,Korean,30,English,70,,,,,,,,stimuli/clean/fast-excel/AbstractWriteHolder_buildChain.java,,buildChain,55,408,16,40,286,1522.071,32.727,49813.247,2767.403,0.507357,fast-excel
ZHJ3,9,True,",29,1,12,24_TP,7_FP,9_FN,",exercise_no_ai,no_exercise_ai,6,582.805,False,True,FN,zoom,"For an SXSSF Workbook, the method goes through all sheets in the workbook and CTWorksheet can be retrieved from each SXSSF sheet in the workbook. For the sheets where the CT Worksheet can be retrieved, the method sets the dimensions for the sheets to be one less than the original head size and one larger than the last row index. ",331.0,Yes,"Line 56-57/60: If there is a likelihood that xssfSheet may be null even after passing the try-catch statement, the null-check statement should come before the .getCTworksheet() method is called on xssfSheet. 

Also, if calling getCTWorksheet() does not change xssfSheet(), line 56 and 60 are duplicates and may be unnecessary. 

",,,,,,Yes,3.0,3.0,2.0,2.0,Somewhat agree,Somewhat agree,5.0,Asian or Pacific Islander,Woman,Graduate student in Computer Science,,5th+ year,8,"Personal or hobby projects,Coursework or school assignments,Open source contributions (e.g., Github),Research or academic projects,Studying for coding interviews (e.g., LeetCode, HackerRank, etc.)",Over 9 years,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",2,30,2,30,7,20,11,Korean,Korean/English no preference between the two.,Very well,Very well,Korean,30,English,70,,,,,,,329.0,stimuli/defect-seeded/fast-excel/DimensionWorkbookWriteHandler_afterWorkbookDispose_ExtraStatement.java,ExtraStatement,afterWorkbookDispose,45,66,14,70,284,1740.716,26.0,45258.626,2514.368,0.580239,fast-excel
FJL2,14,True,",14_TP,5_TP,27_FP,13,32,2,",exercise_ai,no_exercise_no_ai,1,293.049,True,True,TP,zoom,"The function tries to write a comment to a cell. It first checks the type of the cell, and then get the coordinate of the cell, and then create the comment and write the content and author to the to the cell.",208.0,Yes,"On line 180, it repeats the logic of getting the coordinate of the cell. ",No,3.0,2.0,4.0,3.0,Yes,2.0,2.0,5.0,5.0,Agree,Agree,5.0,Asian or Pacific Islander,Man,Graduate student in Computer Science,,5th+ year,8,"Personal or hobby projects,Coursework or school assignments,Open source contributions (e.g., Github),Paid internship or jobs,Research or academic projects,Studying for coding interviews (e.g., LeetCode, HackerRank, etc.)",4-5 years,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",3,60,0,0,5,30,9,Mandarin,Mandarin,Well,Very well,Mandarin,50,English,50,,,,,,,73.0,stimuli/defect-seeded/fast-excel/AbstractExcelWriteExecutor_fillComment_ExtraAssignment.java,ExtraAssignment,fillComment,46,295,5,71,432,2656.691,26.151,69474.97,3859.721,0.885564,fast-excel
FJL2,5,True,",14_TP,5_TP,27_FP,13,32,2,",exercise_ai,no_exercise_no_ai,2,362.374,True,True,TP,zoom,"The function execute a series of tool call based on the prompt and assistant message. For each tool call in the assistant message, it finds the toolback function and execute it and observes it and appends the response to the result.",232.0,Yes,"on line 185, the function assigns toolCallbacks = toolCallback but the toolCallback is undefined. ",Yes,5.0,1.0,1.0,5.0,Yes,2.0,2.0,5.0,5.0,Agree,Agree,,Asian or Pacific Islander,Man,Graduate student in Computer Science,,5th+ year,8,"Personal or hobby projects,Coursework or school assignments,Open source contributions (e.g., Github),Paid internship or jobs,Research or academic projects,Studying for coding interviews (e.g., LeetCode, HackerRank, etc.)",4-5 years,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",3,60,0,0,5,30,9,Mandarin,Mandarin,Well,Very well,Mandarin,50,English,50,,,,,,,98.0,stimuli/defect-seeded/spring-ai-alibaba/ObservableToolCallingManager_executeToolCall_VarShouldHaveBeenMethod.java,VarShouldHaveBeenMethod,executeToolCall,49,233,7,97,376,2481.567,24.718,61340.148,3407.786,0.827189,spring-ai-alibaba
FJL2,27,False,",14_TP,5_TP,27_FP,13,32,2,",exercise_ai,no_exercise_no_ai,3,492.016,True,True,FP,zoom,"The function tries to initialize the header and body of the WebClient.RequestBodySpec based on the HttpRequestNodeBody. It supports various type including the raw, json, X_WWW_FORM_URLENCODED, etc. For each type, it gets the content from the HttpRequestNodeBody and create a replacevariable or MultiValueMap and insert it as the content to the RequestBodySpec  and also insert the header according to the type.",410.0,Yes,"on line 156, it throws a GraphRunnerException, which is unexpected. It may be a typo. There should be no exception being thrown here.",Yes,4.0,3.0,2.0,4.0,Yes,4.0,4.0,3.0,2.0,Somewhat agree,Somewhat agree,4.0,Asian or Pacific Islander,Man,Graduate student in Computer Science,,5th+ year,8,"Personal or hobby projects,Coursework or school assignments,Open source contributions (e.g., Github),Paid internship or jobs,Research or academic projects,Studying for coding interviews (e.g., LeetCode, HackerRank, etc.)",4-5 years,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",3,60,0,0,5,30,9,Mandarin,Mandarin,Well,Very well,Mandarin,50,English,50,,,,,,,133.0,stimuli/clean/spring-ai-alibaba/HttpNode_initBody.java,,initBody,75,611,15,115,643,4401.650102757233,49.32098765432099,217093.7303767302,12060.762798707234,1.4672167009190775,spring-ai-alibaba
FJL2,13,False,",14_TP,5_TP,27_FP,13,32,2,",exercise_ai,no_exercise_no_ai,4,503.187,False,False,,zoom,"This function tries to edit the cell style based on the origin cell style and the new write cell style. If first checks if the original cel style exists and get the font and data format from it and set them to the new write cell style if so. Then, it get the correspdonding cellstyle for the writecellstyle from the map. It then creates a new tempwritecellstyle and merge the writecellstyle into it and create a new cellStyle based on the originCellStyle and tempWriteCellStyle, setting the font and data format and then write it back to the map.",546.0,No,,,,,,,,,,,,Somewhat agree,Somewhat agree,4.0,Asian or Pacific Islander,Man,Graduate student in Computer Science,,5th+ year,8,"Personal or hobby projects,Coursework or school assignments,Open source contributions (e.g., Github),Paid internship or jobs,Research or academic projects,Studying for coding interviews (e.g., LeetCode, HackerRank, etc.)",4-5 years,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",3,60,0,0,5,30,9,Mandarin,Mandarin,Well,Very well,Mandarin,50,English,50,,,,,,,,stimuli/clean/fast-excel/WriteWorkbookHolder_createCellStyle.java,,createCellStyle,45,243,11,81,340,2155.549,25.379,54706.347,3039.242,0.718516,fast-excel
FJL2,32,False,",14_TP,5_TP,27_FP,13,32,2,",exercise_ai,no_exercise_no_ai,5,353.704,False,False,,zoom,"This function chooses the appropriate Excel execution strategy based on the type of Excel file
It deals with different types of Excel files by creating corresponding processing contexts and executors. It supports the type XLS, XLSX, and CSV. For each type, it creates the read context and the executor based on the readcontext. For the XLS, it does an additional check on whether the excel is encrypted; if so, it will treat it as XLSX. ",437.0,No,,,,,,,,,,,,Somewhat agree,Agree,4.0,Asian or Pacific Islander,Man,Graduate student in Computer Science,,5th+ year,8,"Personal or hobby projects,Coursework or school assignments,Open source contributions (e.g., Github),Paid internship or jobs,Research or academic projects,Studying for coding interviews (e.g., LeetCode, HackerRank, etc.)",4-5 years,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",3,60,0,0,5,30,9,Mandarin,Mandarin,Well,Very well,Mandarin,50,English,50,,,,,,,,stimuli/clean/fast-excel/ExcelAnalyserImpl_chooseExcelExecutor.java,,chooseExcelExecutor,46,205,7,69,292,1783.6891413792257,26.0,46375.917675859855,2576.439870881103,0.5945630471264085,fast-excel
FJL2,2,True,",14_TP,5_TP,27_FP,13,32,2,",exercise_ai,no_exercise_no_ai,6,439.785,False,False,,zoom,"This function creates a list of options for the upsert request and send the upsert request to the api and get the response. Specifically, it first get the embedding model name, then set the UpsertPipelineRequest.EmbeddingConfiguredTransformations , UpsertPipelineRequest.ParserConfiguredTransformations, and UpsertPipelineRequest.RetrieverConfiguredTransformations. After that, it creates the upsertPipelineRequest using these transformations, the documents, and the storeoptions. At last, it send a put and post request to two different api for the psertPipelineRequest.",571.0,No,,,,,,,,,,,,Neither agree nor disagree,Somewhat agree,5.0,Asian or Pacific Islander,Man,Graduate student in Computer Science,,5th+ year,8,"Personal or hobby projects,Coursework or school assignments,Open source contributions (e.g., Github),Paid internship or jobs,Research or academic projects,Studying for coding interviews (e.g., LeetCode, HackerRank, etc.)",4-5 years,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",3,60,0,0,5,30,9,Mandarin,Mandarin,Well,Very well,Mandarin,50,English,50,,,,,,,,stimuli/defect-seeded/spring-ai-alibaba/DashScopeApi_upsertPipeline_UninitializedVariable.java,UninitializedVariable,upsertPipeline,62,960,9,119,533,3674.938,23.599,86724.706,4818.039,1.224979,spring-ai-alibaba
YCL6,17,True,",17,34,28,8_FP,15_TN,16_TP,",exercise_no_ai,no_exercise_ai,1,1371.22,True,False,,zoom,"The function headCellRangeList will return a list of ranges of cells that need to be merged. The function will loop through the head list. For each head, it will skip the matched head name in the head name list. Once meeting a mismatch, it will search for the range that should be merged and push that to a result list. Once it finishes checking all head, the result list will be returned.",389.0,Yes,"Row 125, value of ""k"" not initialized.",Yes,3.0,2.0,2.0,4.0,,,,,,Somewhat disagree,Somewhat disagree,2.0,Asian or Pacific Islander,Man,Graduate student in Computer Science,,5th+ year,7,Research or academic projects,7-8 years,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",3,40,3,60,7,60,9,Chinese,Chinese,Well,Well,Chinese,75,English,25,,,,,,,38.0,stimuli/defect-seeded/fast-excel/ExcelWriteHeadProperty_headCellRangeList_UninitializedVariable.java,UninitializedVariable,headCellRangeList,48,123,13,62,419,2494.808,53.806,134234.544,7457.475,0.831603,fast-excel
YCL6,34,True,",17,34,28,8_FP,15_TN,16_TP,",exercise_no_ai,no_exercise_ai,2,699.431,True,False,,zoom,"The function after() will return the result of the chat. It will return the result if the response is already ready. If not, it will try to find the matched document and add that to the response. When the matching finished, it will return the response in a chatResponse format.",277.0,Yes,"Line 190, first matcher (index 0) skipped.",Yes,3.0,2.0,3.0,3.0,,,,,,Neither agree nor disagree,Somewhat agree,4.0,Asian or Pacific Islander,Man,Graduate student in Computer Science,,5th+ year,7,Research or academic projects,7-8 years,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",3,40,3,60,7,60,9,Chinese,Chinese,Well,Well,Chinese,75,English,25,,,,,,,42.0,stimuli/defect-seeded/spring-ai-alibaba/DashScopeDocumentRetrievalAdvisor_after_ExtraAssignment.java,ExtraAssignment,after,46,157,9,87,387,2493.419,30.049,74925.201,4162.511,0.83114,spring-ai-alibaba
YCL6,28,False,",17,34,28,8_FP,15_TN,16_TP,",exercise_no_ai,no_exercise_ai,3,770.245,True,False,,zoom,"The function buildUserModel() will read from the readSheetHolder. It will match the content in the sheet to cell data and combine them based on the matching. When the function finishes, it will return all combined objects.",222.0,No,,Yes,3.0,2.0,3.0,3.0,,,,,,Neither agree nor disagree,Neither agree nor disagree,3.0,Asian or Pacific Islander,Man,Graduate student in Computer Science,,5th+ year,7,Research or academic projects,7-8 years,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",3,40,3,60,7,60,9,Chinese,Chinese,Well,Well,Chinese,75,English,25,,,,,,,,stimuli/clean/fast-excel/ModelBuildEventListener_buildUserModel.java,,buildUserModel,42,150,8,93,350,2288.706,25.224,57730.036,3207.224,0.762902,fast-excel
YCL6,8,False,",17,34,28,8_FP,15_TN,16_TP,",exercise_no_ai,no_exercise_ai,4,482.821,False,True,FP,zoom,"The function createRequest() will return ChatCompletionRequest based on the input prompts. It will handle different kinds of messages (USER, SYSTEM, ASSISTANT, TOOL) and will return the tool definition if needed. It will throw an exception when hitting an unsupported message type. ",282.0,No,,,,,,,Yes,3.0,4.0,3.0,4.0,Somewhat agree,Somewhat agree,5.0,Asian or Pacific Islander,Man,Graduate student in Computer Science,,5th+ year,7,Research or academic projects,7-8 years,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",3,40,3,60,7,60,9,Chinese,Chinese,Well,Well,Chinese,75,English,25,,,,,,,,stimuli/clean/spring-ai-alibaba/DashScopeChatModel_createRequest.java,,createRequest,50,454,9,97,500,3299.956,31.493,103925.388,5773.633,1.099985,spring-ai-alibaba
YCL6,15,False,",17,34,28,8_FP,15_TN,16_TP,",exercise_no_ai,no_exercise_ai,5,351.015,False,True,TN,zoom,The executeToolCall() function will handle the input tool calls and return an internal result. It will log the name of each tool call and throw an exception when the tool called is not found.,191.0,Yes,"Line 186, need an else branch for return or error handling.",,,,,,Yes,2.0,4.0,2.0,2.0,Somewhat agree,Somewhat agree,4.0,Asian or Pacific Islander,Man,Graduate student in Computer Science,,5th+ year,7,Research or academic projects,7-8 years,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",3,40,3,60,7,60,9,Chinese,Chinese,Well,Well,Chinese,75,English,25,,,,,,,59.0,stimuli/clean/spring-ai-alibaba/ObservableToolCallingManager_executeToolCall.java,,executeToolCall,49,233,7,97,376,2481.567,24.718,61340.148,3407.786,0.827189,spring-ai-alibaba
YCL6,16,True,",17,34,28,8_FP,15_TN,16_TP,",exercise_no_ai,no_exercise_ai,6,644.92,False,True,TP,zoom,The put() function will update or insert a new checkpoint to a MongoDB collection based on the result of querying the threadID in config. ,138.0,Yes,"Line 166, the dbObject is called before it is created.",,,,,,Yes,4.0,2.0,4.0,4.0,Agree,Somewhat agree,5.0,Asian or Pacific Islander,Man,Graduate student in Computer Science,,5th+ year,7,Research or academic projects,7-8 years,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",3,40,3,60,7,60,9,Chinese,Chinese,Well,Well,Chinese,75,English,25,,,,,,,54.0,stimuli/defect-seeded/spring-ai-alibaba/MongoSaver_put_MissingStatement.java,MissingStatement,put,62,207,6,114,559,3819.5855179180894,29.98863636363636,114544.16115665728,6363.564508703182,1.2731951726393635,spring-ai-alibaba
PXF2,4,False,",4,11,8,25_TN,16_TP,14_FN,",no_exercise_no_ai,exercise_ai,1,503.777,False,False,,zoom,"The method afterWorkbookDispose takes in a parameter writeWorkbookHolder which it extracts a map of sheets from (of type WriteSheetHolder). For each sheet, it calculates and sets the dimensions of the CTWorksheet from cell A1 to the last cell. ",244.0,No,,,,,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,3.0,White or Caucasian,Woman,Graduate student not in Computer Science,,5th+ year,8,"Personal or hobby projects,Coursework or school assignments,Paid internship or jobs,Research or academic projects,Competitive programming or Hackathons,Studying for coding interviews (e.g., LeetCode, HackerRank, etc.)",6-7 years,Bachelor’s degree,0,0,2,30,7,30,4,English,English,Very well,Very well,English,100,Russian,0,,,,,,,,stimuli/clean/fast-excel/DimensionWorkbookWriteHandler_afterWorkbookDispose.java,,afterWorkbookDispose,45,66,14,70,284,1740.716,26.0,45258.626,2514.368,0.580239,fast-excel
PXF2,11,True,",4,11,8,25_TN,16_TP,14_FN,",no_exercise_no_ai,exercise_ai,2,427.463,False,False,,zoom,"This method creates a new instance with the same type as the head class of ExcelReadHeadProperty, and for each item in the parameter excelReadHeadProperty it converts the corresponding cell into a java object and puts it into a data map. Then, it returns the instance it made earlier",283.0,No,,,,,,,,,,,,Somewhat disagree,Neither agree nor disagree,2.0,White or Caucasian,Woman,Graduate student not in Computer Science,,5th+ year,8,"Personal or hobby projects,Coursework or school assignments,Paid internship or jobs,Research or academic projects,Competitive programming or Hackathons,Studying for coding interviews (e.g., LeetCode, HackerRank, etc.)",6-7 years,Bachelor’s degree,0,0,2,30,7,30,4,English,English,Very well,Very well,English,100,Russian,0,,,,,,,,stimuli/defect-seeded/fast-excel/ModelBuildEventListener_buildUserModel_WrongVariable.java,WrongVariable,buildUserModel,42,150,8,93,350,2288.706,25.224,57730.036,3207.224,0.762902,fast-excel
PXF2,8,False,",4,11,8,25_TN,16_TP,14_FN,",no_exercise_no_ai,exercise_ai,3,371.952,False,False,,zoom,"This method handles the prompts for a chatbot, including both user, system, (ai) assistant, and tool prompts. It handles each case with what is needed (from converting media from users to converting prompts from tools). It then gets any options with the prompt and creates and returns a ChatCompletionRequest",308.0,No,,,,,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,4.0,White or Caucasian,Woman,Graduate student not in Computer Science,,5th+ year,8,"Personal or hobby projects,Coursework or school assignments,Paid internship or jobs,Research or academic projects,Competitive programming or Hackathons,Studying for coding interviews (e.g., LeetCode, HackerRank, etc.)",6-7 years,Bachelor’s degree,0,0,2,30,7,30,4,English,English,Very well,Very well,English,100,Russian,0,,,,,,,,stimuli/clean/spring-ai-alibaba/DashScopeChatModel_createRequest.java,,createRequest,50,454,9,97,500,3299.956,31.493,103925.388,5773.633,1.099985,spring-ai-alibaba
PXF2,25,False,",4,11,8,25_TN,16_TP,14_FN,",no_exercise_no_ai,exercise_ai,4,376.8,True,True,TN,zoom,"This method creates a comment for a selected cell. It gets the coordinates that the comment is placed on either for the XLSX type or any other type and creates an anchor based on these provided coordinates. If needed, it adds an author, and places the comment onto the previously calculated anchor attached to the cell that was selected.",337.0,No,,No,3.0,1.0,2.0,2.0,Yes,3.0,4.0,2.0,4.0,Agree,Agree,5.0,White or Caucasian,Woman,Graduate student not in Computer Science,,5th+ year,8,"Personal or hobby projects,Coursework or school assignments,Paid internship or jobs,Research or academic projects,Competitive programming or Hackathons,Studying for coding interviews (e.g., LeetCode, HackerRank, etc.)",6-7 years,Bachelor’s degree,0,0,2,30,7,30,4,English,English,Very well,Very well,English,100,Russian,0,,,,,,,,stimuli/clean/fast-excel/AbstractExcelWriteExecutor_fillComment.java,,fillComment,46,295,5,71,432,2656.691,26.151,69474.97,3859.721,0.885564,fast-excel
PXF2,16,True,",4,11,8,25_TN,16_TP,14_FN,",no_exercise_no_ai,exercise_ai,5,832.315,True,True,TP,zoom,"This method replaces or adds a new checkpoint. If given a threadid, it starts a new client session and transaction, and if the document exists it checks if the checkpointid is present, and if so it replaces the checkpoint. Otherwise it adds a new checkpoint, either by creating a new checkpointLinkedList or adding onto the existing one. it returns the built RunnableConfig updated with the new checkpointid",407.0,Yes,"The dbobject variable is never initialized. Looking at the get method for comparison, we should have the line BasicDBObject dbObject = new BasicDBObject(""_id"", DOCUMENT_PREFIX + configOption.get());",No,2.0,2.0,2.0,2.0,Yes,2.0,4.0,4.0,4.0,Agree,Somewhat disagree,5.0,White or Caucasian,Woman,Graduate student not in Computer Science,,5th+ year,8,"Personal or hobby projects,Coursework or school assignments,Paid internship or jobs,Research or academic projects,Competitive programming or Hackathons,Studying for coding interviews (e.g., LeetCode, HackerRank, etc.)",6-7 years,Bachelor’s degree,0,0,2,30,7,30,4,English,English,Very well,Very well,English,100,Russian,0,,,,,,,198.0,stimuli/defect-seeded/spring-ai-alibaba/MongoSaver_put_MissingStatement.java,MissingStatement,put,62,207,6,114,559,3819.5855179180894,29.98863636363636,114544.16115665728,6363.564508703182,1.2731951726393635,spring-ai-alibaba
PXF2,14,True,",4,11,8,25_TN,16_TP,14_FN,",no_exercise_no_ai,exercise_ai,6,418.151,True,True,FN,zoom,This method creates a comment for a cell. it takes in the coordinates at which the comment should be displayed and creates an anchor. Then it attaches the comment to this anchor position and connects it to the selected cell.,224.0,Yes,"On line 180, anchor is initialized again ""anchor = new XSSFClientAnchor..."" after the first time in line 168 "" anchor = new HSSFClientAnchor"". If this is really supposed to be there, then there is no need for the if statement as the anchor variable is the same either way, so there must be some bug here.",No,2.0,2.0,2.0,2.0,Yes,2.0,4.0,1.0,1.0,Agree,Agree,4.0,White or Caucasian,Woman,Graduate student not in Computer Science,,5th+ year,8,"Personal or hobby projects,Coursework or school assignments,Paid internship or jobs,Research or academic projects,Competitive programming or Hackathons,Studying for coding interviews (e.g., LeetCode, HackerRank, etc.)",6-7 years,Bachelor’s degree,0,0,2,30,7,30,4,English,English,Very well,Very well,English,100,Russian,0,,,,,,,304.0,stimuli/defect-seeded/fast-excel/AbstractExcelWriteExecutor_fillComment_ExtraAssignment.java,ExtraAssignment,fillComment,46,295,5,71,432,2656.691,26.151,69474.97,3859.721,0.885564,fast-excel
VPF2,31,True,",31_FN,12_FP,18_TP,26,32,9,",exercise_ai,no_exercise_no_ai,1,498.749,True,True,FN,zoom,The doFill function's purpose is to fill in data values into an excel line. It handles cases of single and multi field template and handles them differently. It also ensure that it creates cells if needed or gets rid of them if they are not needed.,248.0,No,,No,1.0,3.0,3.0,4.0,Yes,2.0,2.0,4.0,4.0,Disagree,Disagree,3.0,Asian or Pacific Islander,Man,Undergraduate in Computer Science,,4th year,7,"Personal or hobby projects,Coursework or school assignments,Paid internship or jobs,Studying for coding interviews (e.g., LeetCode, HackerRank, etc.)",2–3 years,"Some college, but no degree",1,60,2,45,7,40,6,Telugu,English,Very well,Very well,English,100,Telugu,0,Hindi,0,Spanish,0,,,,stimuli/defect-seeded/fast-excel/ExcelWriteFillExecutor_doFill_OrToAnd.java,OrToAnd,doFill,96,532,17,134,741,5235.972,43.608,228329.45,12684.969,1.745324,fast-excel
